Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F1773","Nuts","1971","1971","t","7983","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F1773","Nuts","1971","1971","1000 USD","1396","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F1773","Nuts","1971","1971","t","7502","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F1773","Nuts","1971","1971","1000 USD","889","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F1773","Nuts","1972","1972","t","9714","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F1773","Nuts","1972","1972","1000 USD","2100","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F1773","Nuts","1972","1972","t","10091","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F1773","Nuts","1972","1972","1000 USD","1107","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F1773","Nuts","1973","1973","t","7559","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F1773","Nuts","1973","1973","1000 USD","2287","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F1773","Nuts","1973","1973","t","8961","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F1773","Nuts","1973","1973","1000 USD","1325","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F1773","Nuts","1974","1974","t","6376","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F1773","Nuts","1974","1974","1000 USD","2852","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F1773","Nuts","1974","1974","t","7950","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F1773","Nuts","1974","1974","1000 USD","1650","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F1773","Nuts","1975","1975","t","6105","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F1773","Nuts","1975","1975","1000 USD","2443","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F1773","Nuts","1975","1975","t","7620","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F1773","Nuts","1975","1975","1000 USD","1813","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F1773","Nuts","1976","1976","t","8600","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F1773","Nuts","1976","1976","1000 USD","3179","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F1773","Nuts","1976","1976","t","14615","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F1773","Nuts","1976","1976","1000 USD","2783","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F1773","Nuts","1977","1977","t","10061","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F1773","Nuts","1977","1977","1000 USD","3923","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F1773","Nuts","1977","1977","t","12265","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F1773","Nuts","1977","1977","1000 USD","2535","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F1773","Nuts","1978","1978","t","11312","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F1773","Nuts","1978","1978","1000 USD","5571","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F1773","Nuts","1978","1978","t","18146","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F1773","Nuts","1978","1978","1000 USD","4004","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F1773","Nuts","1979","1979","t","10825","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F1773","Nuts","1979","1979","1000 USD","5234","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F1773","Nuts","1979","1979","t","23796","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F1773","Nuts","1979","1979","1000 USD","6887","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F1773","Nuts","1980","1980","t","15265","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F1773","Nuts","1980","1980","1000 USD","8269","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F1773","Nuts","1980","1980","t","31397","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F1773","Nuts","1980","1980","1000 USD","9087","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F1773","Nuts","1981","1981","t","9146","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F1773","Nuts","1981","1981","1000 USD","7238","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F1773","Nuts","1981","1981","t","38599","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F1773","Nuts","1981","1981","1000 USD","13414","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F1773","Nuts","1982","1982","t","11810","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F1773","Nuts","1982","1982","1000 USD","8169","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F1773","Nuts","1982","1982","t","32628","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F1773","Nuts","1982","1982","1000 USD","8449","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F1773","Nuts","1983","1983","t","21570","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F1773","Nuts","1983","1983","1000 USD","14756.78","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F1773","Nuts","1983","1983","t","40736","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F1773","Nuts","1983","1983","1000 USD","9815.37","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F1773","Nuts","1984","1984","t","12975","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F1773","Nuts","1984","1984","1000 USD","10452.11","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F1773","Nuts","1984","1984","t","47778","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F1773","Nuts","1984","1984","1000 USD","15034.9","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F1773","Nuts","1985","1985","t","26742","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F1773","Nuts","1985","1985","1000 USD","14492","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F1773","Nuts","1985","1985","t","51906","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F1773","Nuts","1985","1985","1000 USD","19080","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F1773","Nuts","1986","1986","t","20263","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F1773","Nuts","1986","1986","1000 USD","11825","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F1773","Nuts","1986","1986","t","52883","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F1773","Nuts","1986","1986","1000 USD","12016","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F1773","Nuts","1987","1987","t","18946","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F1773","Nuts","1987","1987","1000 USD","10268","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F1773","Nuts","1987","1987","t","60909","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F1773","Nuts","1987","1987","1000 USD","16785","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F1773","Nuts","1988","1988","t","25929","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F1773","Nuts","1988","1988","1000 USD","12637","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F1773","Nuts","1988","1988","t","84118","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F1773","Nuts","1988","1988","1000 USD","24576","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F1773","Nuts","1989","1989","t","27387","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F1773","Nuts","1989","1989","1000 USD","14590","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F1773","Nuts","1989","1989","t","71201","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F1773","Nuts","1989","1989","1000 USD","19673","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F1773","Nuts","1990","1990","t","28732","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F1773","Nuts","1990","1990","1000 USD","14864","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F1773","Nuts","1990","1990","t","83744","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F1773","Nuts","1990","1990","1000 USD","21450","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F1773","Nuts","1991","1991","t","27668","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F1773","Nuts","1991","1991","1000 USD","17184","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F1773","Nuts","1991","1991","t","58923","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F1773","Nuts","1991","1991","1000 USD","20377","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F1773","Nuts","1992","1992","t","38462","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F1773","Nuts","1992","1992","1000 USD","23320","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F1773","Nuts","1992","1992","t","53010","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F1773","Nuts","1992","1992","1000 USD","28938","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F1773","Nuts","1993","1993","t","31889","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F1773","Nuts","1993","1993","1000 USD","22410","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F1773","Nuts","1993","1993","t","75402","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F1773","Nuts","1993","1993","1000 USD","29761","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F1773","Nuts","1994","1994","t","42224","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F1773","Nuts","1994","1994","1000 USD","27892","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F1773","Nuts","1994","1994","t","86548","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F1773","Nuts","1994","1994","1000 USD","25559","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F1773","Nuts","1995","1995","t","43483","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F1773","Nuts","1995","1995","1000 USD","27345","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F1773","Nuts","1995","1995","t","80044","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F1773","Nuts","1995","1995","1000 USD","25356","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F1773","Nuts","1996","1996","t","42321","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F1773","Nuts","1996","1996","1000 USD","34564","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F1773","Nuts","1996","1996","t","72553","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F1773","Nuts","1996","1996","1000 USD","34180","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F1773","Nuts","1997","1997","t","25377","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F1773","Nuts","1997","1997","1000 USD","25555","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F1773","Nuts","1997","1997","t","44295","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F1773","Nuts","1997","1997","1000 USD","21381","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F1773","Nuts","1998","1998","t","45484","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F1773","Nuts","1998","1998","1000 USD","22008","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F1773","Nuts","1998","1998","t","43816","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F1773","Nuts","1998","1998","1000 USD","25302","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F1773","Nuts","1999","1999","t","86398","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F1773","Nuts","1999","1999","1000 USD","27351","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F1773","Nuts","1999","1999","t","53591","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F1773","Nuts","1999","1999","1000 USD","26585","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F1773","Nuts","2000","2000","t","60420","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F1773","Nuts","2000","2000","1000 USD","33106","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F1773","Nuts","2000","2000","t","46025","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F1773","Nuts","2000","2000","1000 USD","20647","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F1773","Nuts","2001","2001","t","56726","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F1773","Nuts","2001","2001","1000 USD","35925","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F1773","Nuts","2001","2001","t","31399","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F1773","Nuts","2001","2001","1000 USD","13099","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F1773","Nuts","2002","2002","t","72924","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F1773","Nuts","2002","2002","1000 USD","36930","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F1773","Nuts","2002","2002","t","31355","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F1773","Nuts","2002","2002","1000 USD","16688","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F1773","Nuts","2003","2003","t","62184","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F1773","Nuts","2003","2003","1000 USD","40378","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F1773","Nuts","2003","2003","t","31513","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F1773","Nuts","2003","2003","1000 USD","16312","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F1773","Nuts","2004","2004","t","65799","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F1773","Nuts","2004","2004","1000 USD","44703","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F1773","Nuts","2004","2004","t","31875","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F1773","Nuts","2004","2004","1000 USD","16903","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F1773","Nuts","2005","2005","t","75994","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F1773","Nuts","2005","2005","1000 USD","48571","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F1773","Nuts","2005","2005","t","36217","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F1773","Nuts","2005","2005","1000 USD","21012","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F1773","Nuts","2006","2006","t","91001","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F1773","Nuts","2006","2006","1000 USD","49156","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F1773","Nuts","2006","2006","t","41119","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F1773","Nuts","2006","2006","1000 USD","17434","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F1773","Nuts","2007","2007","t","104186","E","Estimated value",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F1773","Nuts","2007","2007","1000 USD","58064","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F1773","Nuts","2007","2007","t","28665","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F1773","Nuts","2007","2007","1000 USD","20423","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F1773","Nuts","2008","2008","t","110902","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F1773","Nuts","2008","2008","1000 USD","72102","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F1773","Nuts","2008","2008","t","30821","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F1773","Nuts","2008","2008","1000 USD","30861","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F1773","Nuts","2009","2009","t","118874","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F1773","Nuts","2009","2009","1000 USD","66763","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F1773","Nuts","2009","2009","t","25998","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F1773","Nuts","2009","2009","1000 USD","26650","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F1773","Nuts","2010","2010","t","133456","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F1773","Nuts","2010","2010","1000 USD","88327","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F1773","Nuts","2010","2010","t","43898","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F1773","Nuts","2010","2010","1000 USD","37913","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F1773","Nuts","2011","2011","t","157652","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F1773","Nuts","2011","2011","1000 USD","126677","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F1773","Nuts","2011","2011","t","79421","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F1773","Nuts","2011","2011","1000 USD","46805","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F1773","Nuts","2012","2012","t","134429","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F1773","Nuts","2012","2012","1000 USD","118689","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F1773","Nuts","2012","2012","t","43990","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F1773","Nuts","2012","2012","1000 USD","44846","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F1773","Nuts","2013","2013","t","94018","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F1773","Nuts","2013","2013","1000 USD","126437","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F1773","Nuts","2013","2013","t","82608","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F1773","Nuts","2013","2013","1000 USD","56175","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F1773","Nuts","2014","2014","t","126347.6","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F1773","Nuts","2014","2014","1000 USD","128086.25","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F1773","Nuts","2014","2014","t","74055.24","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F1773","Nuts","2014","2014","1000 USD","59915.72","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F1773","Nuts","2015","2015","t","283056.01","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F1773","Nuts","2015","2015","1000 USD","195667.68","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F1773","Nuts","2015","2015","t","69464.62","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F1773","Nuts","2015","2015","1000 USD","57750.43","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F1773","Nuts","2016","2016","t","216920.38","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F1773","Nuts","2016","2016","1000 USD","209691.59","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F1773","Nuts","2016","2016","t","90552.94","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F1773","Nuts","2016","2016","1000 USD","67540","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F1773","Nuts","2017","2017","t","264768.51","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F1773","Nuts","2017","2017","1000 USD","240659.7","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F1773","Nuts","2017","2017","t","58863.46","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F1773","Nuts","2017","2017","1000 USD","81454.53","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F1773","Nuts","2018","2018","t","337553.63","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F1773","Nuts","2018","2018","1000 USD","240799.07","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F1773","Nuts","2018","2018","t","33468.91","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F1773","Nuts","2018","2018","1000 USD","71587.4","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F1773","Nuts","2019","2019","t","349071.3","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F1773","Nuts","2019","2019","1000 USD","252178.48","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F1773","Nuts","2019","2019","t","31579.88","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F1773","Nuts","2019","2019","1000 USD","66247.49","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F1773","Nuts","2020","2020","t","379787.71","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F1773","Nuts","2020","2020","1000 USD","268338.28","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F1773","Nuts","2020","2020","t","34680.94","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F1773","Nuts","2020","2020","1000 USD","65191.71","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F1773","Nuts","2021","2021","t","351395.66","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F1773","Nuts","2021","2021","1000 USD","289057.2","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F1773","Nuts","2021","2021","t","38500.66","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F1773","Nuts","2021","2021","1000 USD","70212.79","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F1773","Nuts","2022","2022","t","362949.08","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F1773","Nuts","2022","2022","1000 USD","305817.29","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F1773","Nuts","2022","2022","t","47430.92","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F1773","Nuts","2022","2022","1000 USD","77821.27","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F1773","Nuts","2023","2023","t","391788.32","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F1773","Nuts","2023","2023","1000 USD","283480.78","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F1773","Nuts","2023","2023","t","50961.64","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F1773","Nuts","2023","2023","1000 USD","79940.45","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F1773","Nuts","2024","2024","t","426639.4","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5622","Import value","F1773","Nuts","2024","2024","1000 USD","325250","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F1773","Nuts","2024","2024","t","60051.61","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F1773","Nuts","2024","2024","1000 USD","117773.68","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F1723","Sugar Crops Primary","1961","1961","t","0","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F1723","Sugar Crops Primary","1961","1961","t","0","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F1723","Sugar Crops Primary","1961","1961","1000 USD","0","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F1723","Sugar Crops Primary","1962","1962","t","0","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F1723","Sugar Crops Primary","1962","1962","t","0","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F1723","Sugar Crops Primary","1962","1962","1000 USD","0","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5610","Import quantity","F1723","Sugar Crops Primary","1963","1963","t","0","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5910","Export quantity","F1723","Sugar Crops Primary","1963","1963","t","0","A","Official figure",""
"TCL","Crops and livestock products","458","Malaysia","5922","Export value","F1723","Sugar Crops Primary","1963","1963","1000 USD","0","A","Official figure",""
